formula,predicted_direct,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,MEGNetElementData minimum embedding 1,MEGNetElementData maximum embedding 1,MEGNetElementData range embedding 1,MEGNetElementData mean embedding 1,MEGNetElementData std_dev embedding 1,MEGNetElementData minimum embedding 2,MEGNetElementData maximum embedding 2,MEGNetElementData range embedding 2,MEGNetElementData mean embedding 2,MEGNetElementData std_dev embedding 2,MEGNetElementData minimum embedding 3,MEGNetElementData maximum embedding 3,MEGNetElementData range embedding 3,MEGNetElementData mean embedding 3,MEGNetElementData std_dev embedding 3,MEGNetElementData minimum embedding 4,MEGNetElementData maximum embedding 4,MEGNetElementData range embedding 4,MEGNetElementData mean embedding 4,MEGNetElementData std_dev embedding 4,MEGNetElementData minimum embedding 5,MEGNetElementData maximum embedding 5,MEGNetElementData range embedding 5,MEGNetElementData mean embedding 5,MEGNetElementData std_dev embedding 5,MEGNetElementData minimum embedding 6,MEGNetElementData maximum embedding 6,MEGNetElementData range embedding 6,MEGNetElementData mean embedding 6,MEGNetElementData std_dev embedding 6,MEGNetElementData minimum embedding 7,MEGNetElementData maximum embedding 7,MEGNetElementData range embedding 7,MEGNetElementData mean embedding 7,MEGNetElementData std_dev embedding 7,MEGNetElementData minimum embedding 8,MEGNetElementData maximum embedding 8,MEGNetElementData range embedding 8,MEGNetElementData mean embedding 8,MEGNetElementData std_dev embedding 8,MEGNetElementData minimum embedding 9,MEGNetElementData maximum embedding 9,MEGNetElementData range embedding 9,MEGNetElementData mean embedding 9,MEGNetElementData std_dev embedding 9,MEGNetElementData minimum embedding 10,MEGNetElementData maximum embedding 10,MEGNetElementData range embedding 10,MEGNetElementData mean embedding 10,MEGNetElementData std_dev embedding 10,MEGNetElementData minimum embedding 11,MEGNetElementData maximum embedding 11,MEGNetElementData range embedding 11,MEGNetElementData mean embedding 11,MEGNetElementData std_dev embedding 11,MEGNetElementData minimum embedding 12,MEGNetElementData maximum embedding 12,MEGNetElementData range embedding 12,MEGNetElementData mean embedding 12,MEGNetElementData std_dev embedding 12,MEGNetElementData minimum embedding 13,MEGNetElementData maximum embedding 13,MEGNetElementData range embedding 13,MEGNetElementData mean embedding 13,MEGNetElementData std_dev embedding 13,MEGNetElementData minimum embedding 14,MEGNetElementData maximum embedding 14,MEGNetElementData range embedding 14,MEGNetElementData mean embedding 14,MEGNetElementData std_dev embedding 14,MEGNetElementData minimum embedding 15,MEGNetElementData maximum embedding 15,MEGNetElementData range embedding 15,MEGNetElementData mean embedding 15,MEGNetElementData std_dev embedding 15,MEGNetElementData minimum embedding 16,MEGNetElementData maximum embedding 16,MEGNetElementData range embedding 16,MEGNetElementData mean embedding 16,MEGNetElementData std_dev embedding 16
CsZrCl3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,66.09769038,11.2,4.0,38,29.2,1.6,1.43,2.37,2.32,1.8,3.0,0.4,0.0,0.346153846,0.576923077,0.076923077,0.0,17,55,38,29.2,14.64,17,5,94,89,66.2,33.36,94,35.453,132.9054519,97.4524519,66.09769038,36.77362846,35.453,171.6,2128.0,1956.4,588.878,615.6488,171.6,1,17,16,11.2,6.96,17,3,6,3,4.0,1.2,3,102,244,142,145.0,51.6,102,0.79,3.16,2.37,2.32,1.008,3.16,1,2,1,1.8,0.32,2,0,5,5,3.0,2.4,5,0,2,2,0.4,0.64,0,0,0,0,0.0,0.0,0,1,7,6,5.2,2.16,7,0,1,1,0.2,0.32,0,0,1,1,0.6,0.48,1,0,8,8,1.6,2.56,0,0,0,0,0.0,0.0,0,1,8,7,2.4,2.24,1,23.195,115.765,92.57,42.4905,29.3098,24.4975,0.0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,123.0,70.8,64,-0.073443241,0.072824091,0.146267332,-0.035301674,0.072650229,-0.365472823,-0.047955863,0.31751696,-0.238815029,0.207293787,-0.400743574,0.190558225,0.591301799,-0.05581324,0.255590202,-0.249750197,0.449937403,0.6996876,0.087844272,0.29597389,-0.123142228,0.375443637,0.498585865,0.241874707,0.259142202,-0.087280437,0.506284475,0.593564913,0.069326115,0.30798267,-0.327122808,0.167288274,0.494411081,-0.143321532,0.220082367,-0.327254474,0.492762625,0.820017099,-0.09355882,0.431270936,-0.099844694,0.309177548,0.409022242,0.055730566,0.180902492,-0.229262039,0.274580628,0.503842667,-0.110729355,0.261517941,-0.153200373,0.009348455,0.162548828,-0.09260137,0.099617227,-0.224341497,0.239925653,0.46426715,-0.082400001,0.250034284,-0.296679378,-0.031518131,0.265161246,-0.108060127,0.139942342,-0.213414371,0.278182179,0.49159655,0.173866048,0.259227519,-0.148202792,0.583950937,0.732153729,0.190222004,0.310859023,0.052268453,0.148025095,0.095756643,0.116295703,0.053754585
SbBaI3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,127.960082,13.6,5.2,5,53.2,0.75,1.56,1.77,2.184,2.0,3.6,8.0,0.0,0.147058824,0.264705882,0.588235294,0.0,51,56,5,53.2,1.12,53,9,96,87,76.4,26.96,96,121.76,137.327,15.567,127.960082,3.7467672,126.90447,386.85,1000.0,613.15,612.866,271.2192,386.85,2,17,15,13.6,4.64,17,5,6,1,5.2,0.32,5,139,215,76,154.2,24.32,139,0.89,2.66,1.77,2.184,0.5712,2.66,2,2,0,2.0,0.0,2,0,5,5,3.6,1.68,5,0,10,10,8.0,3.2,10,0,0,0,0.0,0.0,0,2,17,15,13.6,4.64,17,0,0,0,0.0,0.0,0,0,3,3,1.2,0.72,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,3,3,1.2,0.72,1,31.56,63.59,32.03,44.839,7.5004,43.015,0.0,1.062,1.062,0.6372,0.50976,1.062,0,0.0,0.0,0.0,0.0,0,64,229,165,117.4,64.08,64,-0.318858951,0.087532841,0.406391792,-0.101849002,0.172392034,-0.16483669,0.048169326,0.213006016,-0.027713678,0.125744026,-0.173010334,0.200707585,0.373717919,0.110697831,0.193633216,-0.185172766,0.570640385,0.755813152,0.173373052,0.320087166,-0.059802368,0.083543673,0.143346041,0.024113068,0.062030041,-0.274991155,0.38763684,0.662627995,-0.123414326,0.345000993,-0.252880841,-0.062481791,0.190399051,-0.103328706,0.099952227,-0.225671858,0.152553603,0.378225461,-0.091822901,0.222139779,0.094537742,0.564716697,0.470178954,0.192294315,0.249021383,-0.208076626,0.080858111,0.288934737,-0.100330988,0.128503186,-0.176840201,-0.022278164,0.154562037,-0.0670114,0.08163397,-0.25073573,0.164292231,0.415027961,0.079450849,0.220666329,-0.365297198,0.067179419,0.432476617,-0.024236631,0.228236166,-0.126934543,0.23961322,0.366547763,0.013873026,0.230777382,-0.221856192,0.35267061,0.574526802,0.158301464,0.263089473,-0.201963991,0.275373936,0.477337927,-0.100793326,0.251770237
SbBaBr3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,99.7598,13.6,4.6,21,42.4,1.0,1.41,2.07,2.364,2.0,3.6,8.0,0.0,0.147058824,0.264705882,0.588235294,0.0,35,56,21,42.4,8.88,35,9,95,86,75.8,26.72,95,79.904,137.327,57.423,99.7598,23.82696,79.904,265.8,1000.0,734.2,540.236,329.3232,265.8,2,17,15,13.6,4.64,17,4,6,2,4.6,0.72,4,120,215,95,142.8,28.88,120,0.89,2.96,2.07,2.364,0.7152,2.96,2,2,0,2.0,0.0,2,0,5,5,3.6,1.68,5,0,10,10,8.0,3.2,10,0,0,0,0.0,0.0,0,2,17,15,13.6,4.64,17,0,0,0,0.0,0.0,0,0,3,3,1.2,0.72,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,3,3,1.2,0.72,1,29.48,63.59,34.11,36.718,10.7488,29.48,0.0,1.457,1.457,0.8742,0.69936,1.457,0,0.0,0.0,0.0,0.0,0,64,229,165,117.4,64.08,64,-0.318858951,0.087532841,0.406391792,-0.119792949,0.171790984,-0.16483669,0.021356558,0.186193248,-0.043801339,0.108442344,-0.173010334,0.124376737,0.297387071,0.059650771,0.155519151,-0.185172766,0.570640385,0.755813152,0.259013599,0.327474169,-0.059802368,0.099693649,0.159496017,0.06456445,0.083515392,-0.217278808,0.38763684,0.604915649,-0.088786918,0.318916497,-0.252880841,-0.062481791,0.190399051,-0.187922391,0.086961215,-0.250223309,0.152553603,0.402776912,-0.106553772,0.238004707,0.113141648,0.564716697,0.451575048,0.242185964,0.218073961,-0.243311495,0.080858111,0.324169606,-0.1714306,0.169550998,-0.181347385,-0.09138231,0.089965075,-0.162452933,0.047543318,-0.25073573,0.15511328,0.40584901,0.026381832,0.189647614,-0.365297198,0.060944531,0.426241729,-0.027977563,0.225581572,-0.135950387,0.23961322,0.375563607,0.00846352,0.236671485,-0.221856192,0.35267061,0.574526802,0.166263798,0.26655699,-0.173448592,0.275373936,0.448822528,-0.038555299,0.213334402
LuBaCl3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,83.73056,11.2,4.2,54,35.6,1.15,1.38,2.27,2.328,2.0,3.0,0.2,2.8,0.25,0.375,0.025,0.35,17,71,54,35.6,22.32,17,9,94,85,66.4,33.12,94,35.453,174.9668,139.5138,83.73056,57.933072,35.453,171.6,1936.0,1764.4,690.16,622.272,171.6,2,17,15,11.2,6.96,17,3,6,3,4.2,1.44,3,102,215,113,141.6,47.52,102,0.89,3.16,2.27,2.328,0.9984,3.16,2,2,0,2.0,0.0,2,0,5,5,3.0,2.4,5,0,1,1,0.2,0.32,0,0,14,14,2.8,4.48,0,2,17,15,8.0,3.6,7,0,0,0,0.0,0.0,0,0,1,1,0.6,0.48,1,0,9,9,1.8,2.88,0,0,0,0,0.0,0.0,0,0,9,9,2.4,2.64,1,24.4975,63.59,39.0925,33.1895,12.1602,24.4975,0.0,2.493,2.493,1.4958,1.19664,2.493,0,0.0022471,0.0022471,0.00044942,0.000719072,0,64,229,165,123.0,70.8,64,-0.318858951,-0.05862974,0.260229211,-0.148739588,0.150406629,-0.365472823,-0.16483669,0.200636134,-0.294093588,0.118317193,-0.636324704,-0.022960283,0.613364421,-0.175643177,0.317451121,-0.114966251,0.570640385,0.685606636,0.138941658,0.30552621,-0.162770808,0.375443637,0.538214445,0.209420756,0.290972748,-0.087280437,0.512850523,0.60013096,0.12772921,0.355848005,-0.252880841,0.180480763,0.433361605,-0.125834641,0.207607413,-0.327254474,0.221932396,0.54918687,-0.121455485,0.338091222,-0.30934152,0.564716697,0.874058217,0.064939031,0.375648719,-0.229262039,0.097084612,0.326346651,-0.159755626,0.17195852,-0.176840201,0.195380315,0.372220516,-0.088212201,0.189877804,-0.479249179,-0.224341497,0.254907683,-0.28060188,0.133427921,-0.365297198,-0.031518131,0.333779067,-0.127139574,0.175785764,0.23961322,0.278182179,0.038568959,0.262840652,0.025109125,0.054087866,0.35267061,0.298582744,0.18442407,0.127858025,0.148025095,0.442882597,0.294857502,0.232466364,0.155272841
LuAmI3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,0,0,0,0,159.736042,11.4,5.6,42,65.0,0.35,1.54,1.39,2.11,2.0,3.0,6.2,4.2,0.12987013,0.194805195,0.402597403,0.272727273,53,95,42,65.0,14.4,53,26,96,70,71.0,30.0,96,126.90447,243.0,116.09553,159.736042,39.3978864,126.90447,386.85,1936.0,1549.15,909.11,626.712,386.85,3,17,14,11.4,6.72,17,5,7,2,5.6,0.72,5,139,187,48,156.8,21.36,139,1.27,2.66,1.39,2.11,0.66,2.66,2,2,0,2.0,0.0,2,0,5,5,3.0,2.4,5,0,10,10,6.2,4.56,10,0,14,14,4.2,5.04,0,9,17,8,15.4,2.56,17,0,0,0,0.0,0.0,0,0,1,1,0.6,0.48,1,0,9,9,1.8,2.88,0,0,7,7,1.4,2.24,0,1,9,8,3.8,3.36,1,18.08,43.015,24.935,35.198,9.3804,43.015,0.0,1.062,1.062,0.6372,0.50976,1.062,0,0.318003638,0.318003638,0.064050148,0.101581396,0,64,194,130,116.0,62.4,64,-0.248949766,-0.044910576,0.20403919,-0.114355848,0.093260294,-0.20921278,0.048169326,0.257382106,-0.012110594,0.133650323,-0.636324704,0.200707585,0.837032288,-0.004253817,0.433357538,-0.114966251,0.160465881,0.275432132,0.071253665,0.152576679,-0.162770808,0.032274678,0.195045486,-0.011668199,0.101763757,-0.274991155,0.512850523,0.787841678,-0.056570783,0.411760798,-0.067093633,0.180480763,0.247574396,0.002636012,0.129832149,-0.225671858,0.221932396,0.447604254,-0.087376181,0.242159694,-0.30934152,0.094537742,0.403879263,0.003315943,0.210644691,-0.124812141,0.097084612,0.221896753,-0.059334291,0.117913545,-0.035417031,0.195380315,0.230797347,0.018625759,0.118294712,-0.479249179,0.164292231,0.643541411,0.006815562,0.33318889,-0.175846279,0.067179419,0.243025698,0.001842573,0.126372073,-0.126934543,0.240043506,0.366978049,-0.022556942,0.192906866,0.034488749,0.220230967,0.185742218,0.149853903,0.115478888,-0.201963991,0.442882597,0.644846588,-0.028289818,0.335397756
GeCO3,1,0,0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,26.52978,15.2,2.4,26,12.4,0.65,0.75,1.43,2.976,2.0,3.2,2.0,0.0,0.277777778,0.444444444,0.277777778,0.0,6,32,26,12.4,7.84,8,77,87,10,83.4,4.32,87,12.0107,72.64,60.6293,26.52978,18.444088,15.9994,54.8,3823.0,3768.2,1039.76,1181.952,54.8,14,16,2,15.2,0.96,16,2,4,2,2.4,0.64,2,66,120,54,78.8,16.48,66,2.01,3.44,1.43,2.976,0.5568,3.44,2,2,0,2.0,0.0,2,2,4,2,3.2,0.96,4,0,10,10,2.0,3.2,0,0,0,0,0.0,0.0,0,4,14,10,7.2,2.72,6,0,0,0,0.0,0.0,0,2,4,2,2.8,0.96,2,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,2,4,2,2.8,0.96,2,5.64,23.005,17.365,11.192,4.7252,9.105,0.0,4.496,4.496,0.9758,1.40808,0.0,0,0.0,0.0,0.0,0.0,0,12,225,213,91.0,94.8,12,-0.113971651,0.398147941,0.512119591,0.043920934,0.27680283,-0.188672677,0.744484961,0.933157638,0.031749545,0.484177754,0.108997799,0.662635565,0.553637765,0.226254098,0.292058697,-0.520578206,0.214548141,0.735126346,0.060532898,0.388692296,-0.673884928,0.371144176,1.045029104,0.092980171,0.542738137,-0.476653725,-0.061890285,0.414763439,-0.169525888,0.206309968,-0.404307097,0.698719501,1.103026599,-0.087126511,0.581506543,-0.502800167,0.607384562,1.110184729,-0.153524303,0.60571255,-0.562160075,0.313224524,0.875384599,0.097870001,0.453150667,-0.465546817,0.673558354,1.139105171,-0.130248103,0.604808336,-0.369453579,0.587440014,0.956893593,-0.083759886,0.510575228,-0.103702106,0.619205773,0.722907878,0.106316681,0.38224294,-0.042887837,0.615197659,0.658085495,0.123714876,0.340637023,-0.749764025,0.087556653,0.837320678,-0.095195692,0.43913757,-0.552250326,0.192866534,0.74511686,-0.00260858,0.386416985,-0.65275085,0.038901515,0.691652365,-0.159090801,0.364185292
HoBaCl3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,81.723264,11.2,4.2,50,34.8,1.15,1.38,2.27,2.32,2.0,3.0,0.0,2.2,0.277777778,0.416666667,0.0,0.305555556,17,67,50,34.8,21.36,17,9,94,85,64.8,35.04,94,35.453,164.93032,129.47732,81.723264,55.5243168,35.453,171.6,1747.0,1575.4,652.36,576.912,171.6,2,17,15,11.2,6.96,17,3,6,3,4.2,1.44,3,102,215,113,142.6,48.72,102,0.89,3.16,2.27,2.32,1.008,3.16,2,2,0,2.0,0.0,2,0,5,5,3.0,2.4,5,0,0,0,0.0,0.0,0,0,11,11,2.2,3.52,0,2,13,11,7.2,2.32,7,0,0,0,0.0,0.0,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,3,3,0.6,0.96,0,0,3,3,1.2,0.72,1,24.4975,63.59,39.0925,33.56316667,12.01073333,24.4975,0.0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,123.0,70.8,64,-0.318858951,-0.05862974,0.260229211,-0.12000073,0.135041277,-0.365472823,-0.16483669,0.200636134,-0.319839194,0.104541054,-0.589679718,-0.022960283,0.566719435,-0.16631418,0.293339294,-0.045343485,0.570640385,0.61598387,0.152866211,0.28653837,0.023846669,0.375443637,0.351596968,0.246744251,0.212139069,-0.087280437,0.52252984,0.609810278,0.129665074,0.359607038,-0.252880841,0.064017229,0.31689807,-0.149127348,0.146609541,-0.327254474,0.255515516,0.58276999,-0.114738861,0.350521154,-0.187234402,0.564716697,0.751951098,0.089360454,0.335749145,-0.229262039,0.116836831,0.34609887,-0.155805182,0.182496282,-0.176840201,-0.023813095,0.153027106,-0.132050883,0.073347034,-0.364239335,-0.224341497,0.139897838,-0.257599911,0.072549122,-0.385893255,-0.031518131,0.354375124,-0.16914897,0.225419415,0.23961322,0.312993675,0.073380455,0.277430686,0.031033284,0.09814015,0.35267061,0.25453046,0.193234527,0.113141436,0.148025095,0.430609912,0.282584816,0.230011827,0.149359089
